{
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 6, 13, 0, 0, 0, 16, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 19, 0, 12, 10, 17, 18, 0, 0, 0, 0},
    {0, 0, 12, 0, 5, 0, 0, 0, 0, 11, 0, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 9, 0, 16, 6, 0, 0, 0, 0, 12, 0, 0, 0, 15, 12, 0, 0},
    {0, 0, 0, 0, 0, 11, 10, 12, 12, 0, 0, 0, 20, 0, 0, 9, 0, 17, 15, 14, 0, 17, 9, 13, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 10, 0, 16, 0, 0, 14, 18, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 15, 10, 0, 0, 13, 0, 0, 0, 15, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 11, 0, 8, 0, 17, 13, 0, 17, 0, 0, 0, 6, 0, 0, 15, 11, 0, 0, 0, 13, 12, 0},
    {0, 0, 14, 0, 0, 10, 0, 7, 0, 0, 0, 0, 0, 0, 18, 8, 0, 0, 9, 15, 8, 19, 0, 0, 0, 0, 0, 19, 0, 0, 19, 0, 9, 0, 18, 0, 0, 17, 0, 0, 17, 0, 0, 19, 15, 0, 0, 12},
    {0, 0, 0, 15, 0, 0, 0, 15, 0, 0, 0, 0, 0, 12, 17, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 19, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 13, 0, 0, 0},
    {0, 0, 14, 0, 0, 0, 11, 10, 8, 0, 17, 13, 0, 19, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 0, 0, 12, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 8, 14, 0},
    {0, 0, 0, 0, 0, 8, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 18, 20, 0, 0, 0, 10, 0, 0, 0, 0, 19, 9, 14, 11, 9, 0, 11, 7, 0, 0, 10, 0, 11, 0, 18, 0, 0, 0, 0, 14, 0},
    {0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 20, 5, 0, 0, 0, 8, 5, 0, 0, 0, 11, 0, 0, 5, 0, 0, 13, 0, 0, 0, 0, 7, 0, 0},
    {0, 0, 19, 0, 0, 0, 0, 16, 16, 0, 17, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 9, 14, 0, 12, 0, 0, 0, 0, 0, 0, 12, 0, 17, 0, 15, 0},
    {0, 19, 17, 0, 9, 8, 0, 0, 0, 0, 0, 16, 0, 0, 20, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 12, 18, 0, 0, 11, 16},
    {0, 0, 0, 0, 12, 0, 10, 9, 0, 0, 0, 0, 9, 0, 19, 17, 0, 6, 11, 0, 0, 0, 13, 0, 19, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 14, 0, 0, 0, 0, 15, 0, 0},
    {0, 0, 0, 0, 12, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 10, 0, 0, 17, 14, 0, 5, 0, 0, 10, 0, 0, 0, 19, 0, 6, 0, 0, 0, 0, 0, 6, 20, 11, 0, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 0, 20, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 9, 0},
    {0, 0, 0, 0, 16, 10, 0, 0, 19, 0, 11, 0, 5, 0, 0, 14, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 7, 0, 14, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0},
    {0, 0, 0, 9, 17, 0, 0, 0, 0, 6, 0, 0, 17, 12, 7, 0, 0, 20, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 17, 11, 0, 20, 18, 0, 0, 12, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0},
    {0, 0, 0, 0, 6, 0, 0, 10, 15, 0, 0, 18, 0, 0, 0, 16, 13, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 13, 0, 15, 0, 18, 8, 0, 0, 0, 0, 0, 11, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 10, 0, 16, 0, 12, 0, 0, 0, 18, 0, 17, 12, 18, 20, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 12, 8, 0, 0, 0, 0, 0, 8, 0, 16, 19, 0, 0, 15},
    {0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 0, 13, 8, 0, 16, 0, 18, 0, 16, 0, 6, 0, 0, 0, 5, 16, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 16, 16, 10, 0, 0, 0, 0, 11, 0},
    {0, 12, 0, 15, 0, 0, 11, 0, 0, 7, 11, 0, 0, 0, 20, 0, 0, 0, 5, 0, 0, 19, 0, 20, 0, 10, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16},
    {0, 0, 0, 5, 10, 0, 0, 8, 13, 0, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 18, 0, 0, 0, 12, 0, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 6, 12, 0, 0, 9, 5, 0, 20, 0, 0, 6, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 6, 0, 11, 0, 0, 0, 0, 15, 0, 10, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 5, 12, 11, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10},
    {0, 9, 0, 14, 0, 0, 0, 16, 5, 0, 0, 0, 14, 14, 0, 18, 0, 0, 9, 14, 0, 6, 0, 0, 18, 0, 0, 15, 20, 15, 0, 0, 0, 0, 14, 9, 0, 0, 20, 18, 6, 0, 0, 0, 0, 0, 0, 0},
    {0, 11, 0, 0, 10, 0, 0, 0, 17, 0, 0, 10, 0, 0, 0, 11, 5, 20, 20, 0, 10, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 7, 0, 14},
    {0, 0, 0, 0, 0, 0, 0, 20, 0, 16, 8, 0, 0, 0, 5, 0, 6, 0, 11, 0, 14, 18, 0, 7, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 18, 0, 0, 0, 0, 17, 8},
    {0, 0, 5, 0, 10, 18, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 14, 18, 10, 0, 0, 12, 0, 0, 0, 0, 0, 0, 20, 15, 0, 0, 0, 0, 11, 0, 16, 0, 0, 8},
    {0, 10, 0, 0, 11, 0, 17, 0, 0, 0, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 20, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 0, 9, 6, 9, 18, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 17, 0, 0, 13, 0, 10, 0, 13, 0, 0, 0, 16},
    {0, 0, 0, 0, 0, 7, 0, 0, 0, 13, 0, 8, 0, 0, 0, 7, 0, 0, 10, 0, 0, 0, 17, 0, 0, 6, 0, 0, 10, 14, 5, 5, 16, 0, 0, 0, 0, 0, 0, 0, 11, 8, 17, 0, 10, 0, 0, 0},
    {0, 0, 12, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 20, 0, 0, 19, 0, 14, 20, 0, 0, 9, 19, 15, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 13},
    {0, 0, 0, 0, 11, 7, 0, 0, 0, 17, 0, 5, 0, 5, 0, 0, 9, 0, 0, 0, 0, 0, 0, 12, 0, 0, 6, 0, 14, 0, 0, 0, 0, 0, 8, 0, 0, 14, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0},
    {0, 0, 9, 0, 13, 0, 0, 18, 0, 0, 0, 5, 8, 0, 0, 16, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 0, 5, 0, 0, 0, 0, 0, 10, 17, 0, 0, 0},
    {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
}
